Case_Num	Prod_Period	Prod_Type	Shift	Line	Prop_Def	Strength	Rating	Line_Speed	Tank_Acid	Moisture	Temp	Storage_Pct	Anneal_Temp	Bake_1_Temp	Bake_2_Temp	Roll_Tension	Rewind_Speed	Coating_Speed
960	6	5	2	1	.011	467.59	3.45	492	3.91	49.8	75.75	99.2	250	136.3	201.5	25	125	101.2
961	6	5	1	1	.029	349.73	2.76	389.9	3.23	47.4	80.8	87	206	136.7	201.4	1.4	125	101.2
962	6	5	1	3	.013	414.92	3.31	473.5	3.67	49.8	80.8	96.5	250	136.3	201.5	25	125	101.2
963	6	5	2	1	.006	146.66	1.17	266.9	1.5	41.4	60.6	93.2	233	136.5	201.4	25	125	101.2
965	6	5	2	3	.022	382.32	3.18	426.8	3.77	49.8	60.6	90.2	218	136.7	201.4	25	125	101.2
966	6	5	1	3	.014	376.08	2.57	351.8	3.43	49.8	75.75	88.2	203	136.8	201.4	25	125	101.2
967	6	5	1	1	.016	383.58	3.31	434.2	3.8	49.8	67.26	95.5	238	136.5	201.5	25	125	101.2
968	6	5	1	3	.019	369.81	3.11	444	3.22	47.7	70.7	96.7	236	136.5	201.4	25	125	101.2
969	6	5	2	3	.022	387.34	3	413.3	3.29	44.3	72.72	88.2	202	136.8	201.4	25	125	101.2
970	6	5	1	1	.01	476.34	4	492	3.1	49.8	80.8	92	228	136.6	201.4	25	125	101.2
971	6	5	1	3	.008	486.38	3.63	430.5	3.5	49.8	80.8	93.8	225	136.6	201.5	25	125	101.2
972	6	5	1	3	.028	443.75	3.71	452.6	3.7	37.3	68.27	89.2	221	136.6	201.4	25	201.3	101.2
973	6	5	2	1	.044	470.1	3.7	489.5	3.38	48.5	78.37	95.5	236	136.5	201.4	25	125	101.2
974	6	5	2	3	.02	408.64	3.21	425.6	3.53	48.9	69.28	91.7	225	136.6	201.5	25	125	101.2
975	6	5	2	3	.007	483.87	3.86	492	3.86	49.8	80.8	97.7	250	136.3	201.5	25	125	101.2
976	6	5	1	3	.02	488.89	3.95	452.6	3.9	49.8	78.98	92	230	136.5	201.4	25	125	101.2
977	6	5	2	3	.016	501.44	4	467.4	4	49.8	80.8	91.5	221	136.6	201.4	25	125	101.2
978	6	5	2	2	.026	313.4	2.81	397.3	3.23	46.9	74.13	69	172	136.8	201.1	10.9	100.7	101.249999
979	6	5	2	2	.041	354.75	3.22	404.6	3.56	47	80.8	71.2	174	136.8	201.2	9	134.2	101.22
980	6	5	1	2	.03	325.92	2.97	360.4	3.11	48.2	77.36	84.2	200	136.7	201.3	3.6	125	101.22
981	6	5	1	2	.023	463.83	3.83	441.6	3.48	47.2	71.91	71.7	185	136.7	201.2	6.8	134.2	101.279987
982	6	5	1	2	.017	435	3.47	415.7	3.53	38.7	76.76	57.7	156	136.7	200.9	17.2	637.5	101.2
983	6	5	2	1	.045	498.93	4	489.5	3.8	49.8	80.8	97	237	136.5	201.4	25	125	101.2
984	6	5	2	2	.034	339.72	2.85	430.5	3.39	47.7	72.92	75.7	180	136.8	201.2	8.1	134.2	101.2
985	6	5	2	3	.031	383.58	3.32	451.4	3.53	49.1	78.37	85.7	197	136.8	201.4	25	125	101.2
986	6	5	1	3	.031	408.64	3.58	439.1	3.76	49.1	79.38	94.5	240	136.4	201.4	25	125	101.2
987	6	5	2	3	.025	411.15	3.6	442.8	3.78	49	79.59	90	217	136.7	201.4	25	125	101.2
988	6	5	2	3	.018	368.55	3.44	430.5	3.61	49.8	80.8	89.2	223	136.6	201.4	25	125	101.2
989	6	5	1	2	.007	358.51	2.86	456.3	3.57	43.6	67.26	81.5	202	136.7	201.3	5.9	67.1	101.2
990	6	5	2	1	.031	424.96	3.45	457.6	3.43	46.3	74.13	91.7	226	136.5	201.4	25	125	101.23
991	6	5	1	2	.033	319.64	2.64	387.4	3.13	46.5	76.55	81	186	136.9	201.4	4.1	125	101.2
992	6	5	1	3	.038	402.4	3.76	469.8	3.79	49.3	79.99	94.7	243	136.4	201.4	25	125	101.22
993	6	5	3	3	.03	388.6	3.37	385	3.43	47.3	76.96	81	195	136.8	201.4	25	125	101.269992
994	6	5	2	3	.016	376.08	3.25	437.9	3.56	46.4	60.6	78.5	187	136.8	201.3	5	167.8	101.2
995	6	5	2	3	.034	364.79	3.18	415.7	3.31	49.8	80.8	76	186	136.7	201.2	6.3	302	101.2
996	6	5	3	3	.042	475.09	3.88	408.3	3.8	49.8	78.98	82	185	136.9	201.4	2.7	125	101.2
998	6	6	2	2	.03	334.7	2.83	458.8	3.29	44.3	67.87	86.2	214	136.6	201.3	4.5	125	101.22
999	6	6	1	2	.035	401.15	3.37	450.2	3.29	49.1	77.36	89	210	136.7	201.4	25	67.1	101.2
1000	6	6	2	2	.015	384.83	3.07	426.8	3.73	48.7	78.37	82.2	191	136.9	201.4	1.8	125	101.2
1001	6	6	2	3	.037	376.08	3.16	415.7	3.42	47.3	73.32	81	183	136.9	201.4	3.6	125	101.2
1002	6	6	1	2	.038	329.68	2.76	450.2	3.51	48.3	75.95	83	191	136.9	201.4	25	125	101.2
1003	6	6	1	3	.021	393.62	3.29	479.7	3.45	49.8	79.38	97	240	136.4	201.4	25	125	101.2
1004	6	6	1	2	.048	373.57	3.17	442.8	3.22	49.8	77.97	97	242	136.4	201.4	25	125	101.2
1005	6	6	2	3	.019	303.36	2.42	307.5	3.17	48	80.8	72.5	182	136.7	201.1	12.7	125	101.24
1006	6	6	2	2	.02	350.98	2.8	401	3.38	49.8	80.8	92.5	220	136.6	201.4	25	125	101.2
1007	6	6	2	2	.033	132.86	1.03	317.3	2.19	39.7	58.58	85.7	198	136.8	201.4	1.4	125	101.2
1008	6	6	3	3	.031	397.38	3.37	414.5	3.1	46.4	73.32	70	184	136.6	201.1	11.3	369	101.22
1009	6	6	3	3	.041	373.57	2.93	397.3	3.5	46	73.32	70	168	136.9	201.2	8.1	268.4	101.2
1010	6	6	2	2	.039	330.94	2.69	365.3	3.28	45.4	75.75	89.7	210	136.7	201.4	25	125	101.2
1011	6	6	2	1	.005	501.44	4	467.4	3.8	49.8	80.8	75	150	137.3	201.5	25	125	101.2
1014	6	6	2	3	.051	460.06	3.74	456.3	3.33	49.4	80.8	88.2	216	136.6	201.4	1.4	125	101.22
1015	6	6	3	3	.02	419.94	3.4	436.6	3.59	49.8	80.8	76.5	183	136.7	201.2	10.9	67.1	101.2
1016	6	6	3	2	.041	369.81	3.15	404.6	3.32	49.1	76.35	78.5	182	136.9	201.3	6.3	67.1	101.2
1017	6	6	2	2	.041	363.53	2.95	366.5	3.18	44.5	71.71	77.5	179	136.9	201.3	5.4	125	101.2
1020	6	6	1	3	.042	391.11	3.55	413.3	3.85	49.8	73.53	83	188	136.9	201.4	1.8	125	101.2
1021	6	6	1	3	.029	462.57	3.86	474.8	3.9	49.8	74.13	80.7	187	136.8	201.3	6.3	125	101.2
1022	7	1	1	1	.011	409.9	3.18	436.6	3.73	45.2	74.13	86.7	210	136.7	201.4	3.2	125	101.2
1023	7	1	1	1	.01	401.15	3.8	369	3.9	48.3	60.6	60	160	136.7	200.9	13.6	671	101.2
1024	7	1	1	1	.016	392.36	3.63	453.9	3.93	47.7	60.6	76	185	136.8	201.2	7.7	125	101.24
1025	7	3	1	1	.011	398.64	3.55	436.6	3.45	48.3	70.7	89.5	217	136.6	201.4	2.7	125	101.2
1029	7	3	2	1	.036	456.3	3.81	468.6	3.59	48.3	72.72	64.2	176	136.6	201	14.9	67.1	101.309985
1030	7	3	2	1	.041	465.08	3.93	471.1	3.54	48	77.36	75.7	180	136.8	201.2	9.5	67.1	101.2
1031	7	3	2	1	.029	199.3	1.52	351.8	2.96	39.4	64.64	68	177	136.7	201.1	6.8	503.3	101.22
1032	7	3	1	1	.026	438.76	3.85	435.4	3.72	49.1	80.8	65	169	136.6	200.9	17.2	268.4	101.24
1033	7	3	1	1	.027	279.55	2.31	317.3	2.73	40.9	67.26	59.5	162	136.7	200.9	13.1	603.9	101.23
1034	7	3	1	1	.032	274.53	2.44	338.3	3	42.1	65.04	60.7	164	136.7	201	14	335.5	101.259999
1035	7	3	1	1	.023	359.77	3.57	455.1	3.27	49.1	80.8	66	166	136.8	201.1	13.1	335.5	101.2
1036	7	3	1	1	.04	366.04	3.44	407.1	3.39	49.8	76.35	60.5	164	136.7	200.9	14.5	603.9	101.2
1037	7	3	1	1	.012	386.09	3	378.8	3.25	39.1	65.65	59.7	168	136.7	201	8.1	402.6	101.319995
1038	7	3	2	1	.03	376.08	3.1	398.5	3.08	36.1	50.5	72.5	170	136.9	201.2	7.2	234.8	101.2
1039	7	3	2	1	.023	441.24	3.68	444	3.39	47.7	72.51	73.7	167	136.9	201.2	9.5	134.2	101.2
1040	7	3	1	1	.034	332.19	2.94	423.1	3.41	48.5	67.26	65.5	161	136.7	200.9	20.4	167.8	101.2
1041	7	3	1	1	.028	367.3	3.25	382.5	3.5	47.3	80.8	60.2	160	136.8	201	14.5	536.8	101.2
1042	7	3	2	1	.052	337.21	2.82	399.8	3.47	46.5	62.21	61.7	169	136.7	201	8.6	704.6	101.23
1043	7	3	1	1	.016	435	3.93	451.4	3.69	49.8	80.8	57	175	136.5	200.9	14.9	570.4	101.279987
1046	7	3	2	1	.039	462.57	3.9	476	3.76	49.8	78.58	76.2	175	136.9	201.3	5	167.8	101.2
1047	7	3	2	1	.038	416.17	3.39	469.8	3.76	47.5	73.32	69.5	183	136.6	201	15.8	201.3	101.22
1048	7	3	2	1	.027	381.07	2.88	337	3.42	42.9	60.6	83	191	136.9	201.4	2.7	125	101.2
1049	7	3	2	1	.017	332.19	3.12	296.4	3.14	40.1	70.7	84.7	179	137	201.4	25	125	101.2
1050	7	3	2	2	.017	419.94	3.71	441.6	3.63	44.5	68.68	77	166	137.1	201.4	25	125	101.249999
1052	7	2	3	1	.008	501.44	4	492	3.86	49.8	74.13	83.2	183	137	201.4	25	125	101.2
1053	7	2	2	1	.002	501.44	4	492	4	49.8	80.8	91.2	200	136.8	201.5	25	125	101.2
1054	7	2	2	1	.022	432.49	3.5	451.4	3.27	47.3	67.26	88.5	221	136.5	201.4	1.8	125	101.24
1055	7	2	1	1	.022	315.88	2.43	398.5	3	41.4	20.2	72	183	136.7	201.1	8.6	234.8	101.24
1057	7	2	3	1	.019	230.64	2	291.5	3.11	48.7	60.6	77.7	191	136.8	201.3	5	134.2	101.2
1059	7	4	1	1	.012	323.41	2.67	338.3	3	46.2	75.75	83.7	197	136.9	201.4	25	125	101.2
1060	7	4	1	1	.018	334.7	2.72	389.9	3.07	44.3	62.62	85.2	195	136.9	201.4	25	125	101.2
1061	7	4	3	1	.013	453.79	4	463.7	3.31	49.8	71.91	80.5	183	136.9	201.3	5.9	125	101.2
1062	7	4	1	1	.014	421.19	3.36	386.2	2.92	49.8	80.8	73.7	155	137.2	201.4	25	167.8	101.2
1063	7	4	2	1	.011	261.98	2.09	346.8	2.45	45.7	40.4	64.2	171	136.9	201.2	25	125	101.409991
1064	7	4	1	1	.01	403.66	3.33	446.5	3.25	47.7	74.13	69.2	183	136.7	201.2	3.2	234.8	101.32999
1065	7	4	1	1	.011	478.85	3.91	424.3	3.36	48.5	67.26	88.2	208	136.8	201.4	25	125	101.2
1066	7	4	1	1	.007	429.98	3.86	474.8	3.67	49.8	70.7	90.5	213	136.7	201.5	25	125	101.2
1067	7	4	1	1	.011	409.9	3.45	492	3.4	48.3	53.93	97.2	235	136.5	201.4	25	125	101.2
1068	7	5	2	1	.011	445	3.73	458.8	3.45	46.7	57.77	87.2	205	136.8	201.4	25	125	101.2
1069	7	5	2	1	.047	362.28	2.83	405.9	3.13	32.7	52.11	81	185	137	201.4	25	125	101.2
1070	7	5	2	1	.013	347.22	3	423.1	3.33	42.7	60.6	73.2	169	136.8	201.1	14	125	101.2
1071	7	5	2	1	.019	442.49	3.47	388.7	3.37	46.8	73.12	80.2	175	137	201.4	2.3	125	101.2
1072	7	6	1	1	.013	423.7	3.62	463.7	3.38	48.4	74.13	80.2	194	136.8	201.3	2.7	201.3	101.2
1073	7	6	1	1	.019	408.64	3.53	446.5	3.25	48.3	79.38	76.7	196	136.8	201.3	25	125	101.319995
1074	7	6	1	1	.005	426.21	3.2	393.6	3.8	47.3	60.6	76.7	200	136.5	201.1	14.9	125	101.2
1075	7	6	1	1	.008	407.42	3.63	492	3.75	49.8	75.75	85.2	194	136.9	201.4	25	125	101.2
1076	7	6	1	1	.011	376.08	3.09	413.3	3	48	74.13	79.5	177	137	201.4	3.2	125	101.2
1077	7	6	1	1	.005	401.15	3.4	393.6	3.8	49.8	80.8	88.5	210	136.7	201.4	25	125	101.2
1078	7	6	3	1	.008	344.74	3	461.3	3.75	49.8	72.72	93.8	225	136.6	201.5	25	125	101.2
1079	7	6	2	1	.006	334.7	2.67	389.9	3.8	47.3	75.75	64.2	172	136.8	201.1	5	738.1	101.2
1081	7	6	2	1	.041	406.17	3.56	393.6	3.61	46.2	69.28	76.7	190	136.7	201.2	9.5	125	101.22
1082	8	1	2	3	.03	429.98	3.77	451.4	3.87	49.1	77.16	82.5	195	136.8	201.4	3.6	125	101.2
1083	8	1	2	3	.035	412.41	3.83	463.7	3.82	49.8	80.8	77.5	170	137	201.3	5	125	101.2
1084	8	1	2	3	.028	412.41	3.64	474.8	4	49.1	80.8	79.7	192	136.7	201.2	9.5	125	101.2
1085	8	1	2	2	.042	298.34	2.5	313.6	3.26	48.2	68.68	65.2	170	136.8	201.1	10.9	268.4	101.259999
1086	8	1	1	3	.038	353.49	3.08	362.8	3.56	49.1	70.7	77.2	184	136.8	201.2	8.1	67.1	101.22
1087	8	1	1	3	.024	371.06	3.46	385	3.6	46.8	80.8	74.7	181	136.8	201.2	11.3	125	101.23
1088	8	1	2	2	.04	376.08	2.97	312.4	3.16	48.7	74.13	72.5	163	137	201.3	4.5	201.3	101.2
1089	8	1	2	2	.029	384.83	3	346.8	3.56	49.8	80.8	72.5	163	137	201.3	4.5	201.3	101.2
1090	8	1	2	2	.05	431.23	3.48	428	3.79	48.8	77.36	72.5	163	137	201.3	4.5	201.3	101.2
1091	8	1	2	2	.013	404.91	3.77	453.9	3.77	48	53.93	80.5	150	137.3	201.5	25	125	101.2
1092	8	1	2	2	.022	387.34	3.32	375.1	3.82	49.8	80.8	73.5	173	136.8	201.1	10.4	268.4	101.2
1093	8	1	2	2	.049	467.59	3.8	477.2	3.76	48.7	70.7	70.7	176	136.8	201.2	5	503.3	101.2
1094	8	1	2	2	.043	358.51	2.95	362.8	3.28	43.8	64.64	79.5	188	136.9	201.3	2.3	125	101.249999
1095	8	1	2	1	.013	443.75	3.62	453.9	3.67	49.8	80.8	84	186	137	201.4	25	125	101.2
1097	8	1	2	2	.013	482.62	3.54	435.4	3.46	49.8	70.7	81.5	200	136.6	201.2	9.5	125	101.2
1098	8	1	1	2	.014	402.4	3.21	394.8	3.43	49.8	77.97	81.5	200	136.6	201.2	9.5	125	101.2
1099	8	1	2	2	.015	417.43	3.53	458.8	3.73	48.4	77.97	81.5	200	136.6	201.2	9.5	125	101.2
1100	8	1	2	2	.023	354.75	2.17	351.8	3.13	47.3	73.32	95.2	235	136.5	201.4	25	125	101.2
1101	8	1	2	2	.018	376.08	3.82	311.2	3.94	48.4	80.8	95	246	136.3	201.4	25	125	101.24
1102	8	3	1	2	.093	419.94	3.49	436.6	3.6	47.8	72.92	89	224	136.5	201.4	2.3	67.1	101.22
1114	8	3	2	1	.392	309.64	2.42	323.5	2.66	38.8	54.94	80.5	210	136.5	201.3	4.1	134.2	101.269992
1130	8	3	1	1	.326	289.56	1.88	248.4	2.32	43.2	59.59	74.5	177	136.8	201.2	7.7	67.1	101.22
1155	8	3	1	2	.386	426.21	3.81	457.6	3.58	48.4	70.3	65.2	171	136.7	201	14.9	234.8	101.249999
1166	8	3	2	2	.224	436.25	3.83	447.7	3.52	48.3	70.5	62.7	168	136.7	201	14.5	335.5	101.259999
1177	8	3	2	3	.171	218.13	2.18	333.3	2.89	43.2	58.58	55.7	164	136.6	200.9	14.5	738.1	101.249999
1178	8	3	1	3	.139	219.38	1.68	313.6	2.52	37.1	43.83	58	163	136.6	200.9	16.7	536.8	101.24
1179	8	3	2	3	.229	191.77	1.47	258.3	2.41	35.3	46.46	62	164	136.7	201	14	469.7	101.22
1180	8	3	3	3	.16	352.24	3.04	415.7	3.13	45.8	68.27	65.7	174	136.7	201	11.8	436.2	101.209999
1181	8	3	2	3	.263	412.41	3.58	460	3.54	48.8	78.78	77	185	136.8	201.2	7.7	100.7	101.209999
1182	8	3	3	3	.26	347.22	2.98	375.1	3.22	45.8	72.11	65.5	166	136.7	201	15.4	302	101.2
1183	8	3	2	3	.041	357.26	3	333.3	3.27	41.8	67.87	75.5	162	137.1	201.4	3.6	125	101.2
1184	8	3	2	2	.041	406.17	3.59	451.4	3.5	48	74.94	79.5	189	136.8	201.3	1.8	67.1	101.24
1185	8	3	2	2	.039	353.49	2.97	346.8	3.24	41.7	65.25	76.2	167	137.1	201.3	4.5	125	101.2
1186	8	3	3	2	.041	361.02	2.88	335.8	3.3	40.4	54.34	74.5	160	137.1	201.3	3.6	125	101.22
1187	8	3	3	2	.084	437.51	3.87	472.3	3.64	48.8	77.16	83.2	201	136.8	201.4	1.4	67.1	101.2
1188	8	2	2	1	.004	501.44	4	492	4	45.7	80.8	100	250	136.3	201.5	25	125	101.2
1190	8	2	3	3	.039	421.19	3.46	445.2	3.61	49.4	74.54	73	183	136.7	201.1	13.1	167.8	101.2
1191	8	2	2	3	.029	406.17	3.41	450.2	3.81	49.1	73.12	75.2	185	136.8	201.2	8.6	125	101.23
1192	8	2	2	1	.032	372.32	3.31	419.4	3.5	48.8	57.57	76.7	178	136.9	201.3	1.8	67.1	101.24
1193	8	2	2	1	.027	399.89	3.63	468.6	3.26	49.1	74.74	78	168	137	201.3	5	125	101.2
1194	8	2	2	3	.027	347.22	2.81	418.2	3.29	45.9	76.76	75	182	136.7	201.1	13.1	100.7	101.2
1195	8	2	3	3	.038	343.49	2.58	382.5	3.4	47.4	68.68	78.7	186	136.8	201.3	5.9	125	101.22
1196	8	2	1	3	.027	473.83	3.78	428	3.78	48.8	76.76	85.2	192	136.9	201.4	25	125	101.2
1197	8	2	1	2	.016	342.23	2.47	492	3.53	49.8	80.8	77.5	188	136.8	201.3	6.3	125	101.23
1198	8	2	1	2	.041	437.51	3.68	464.9	3.55	48.7	33.73	84	197	136.8	201.4	2.7	125	101.2
1199	8	2	1	2	.039	359.77	2.95	444	3.62	46.5	68.27	69.5	174	136.7	201.1	13.1	134.2	101.24
1200	8	2	1	2	.039	353.49	2.97	413.3	3.69	48.3	80.8	71.7	172	136.7	201.1	13.6	234.8	101.2
1201	8	2	1	2	.03	376.08	3.2	451.4	3.66	49	80.8	74.5	174	136.8	201.2	10.9	67.1	101.2
1202	8	2	2	3	.03	401.15	3.37	372.7	3.13	48.3	63.43	73.7	175	136.8	201.2	12.2	125	101.2
1203	8	2	1	3	.045	396.13	3.27	349.3	3.38	49.8	72.11	74.7	168	137	201.2	9	125	101.2
1204	8	2	2	3	.04	340.98	2.69	356.7	3.21	47.5	58.17	76.2	187	136.7	201.2	11.8	67.1	101.2
1205	8	2	1	3	.028	393.62	3.07	355.5	3.11	46.2	77.36	75.7	185	136.8	201.2	7.7	167.8	101.2
1206	8	2	1	3	.028	376.08	2.89	316.1	3.04	43.6	58.38	75.5	163	137.1	201.3	4.5	125	101.2
1207	8	2	2	3	.037	369.81	2.97	392.4	3.53	43.6	57.77	83.7	183	137	201.4	25	125	101.2
1208	8	2	2	3	.04	394.87	3.32	408.3	3.32	44.3	74.13	88	204	136.8	201.4	25	125	101.2
1209	8	2	1	3	.04	402.4	3.47	417	3.73	49	80.8	85.7	198	136.8	201.4	1.8	125	101.2
1210	8	2	1	2	.042	414.92	3.45	441.6	3.62	48.4	56.56	85	194	136.9	201.4	25	125	101.2
1211	8	2	1	2	.025	344.74	3.13	404.6	3	48.9	75.75	83	199	136.8	201.4	3.6	125	101.2
1212	8	2	2	2	.026	386.09	3.15	420.7	3.32	49.8	80.8	78	192	136.8	201.3	3.6	125	101.259999
1213	8	2	1	2	.012	334.7	2.42	378.8	3.5	42.7	70.7	74.2	200	136.6	201.2	3.6	125	101.349994
1214	8	2	1	2	.03	342.23	2.69	381.3	3.27	45.9	80.8	69.7	188	136.6	201	13.1	134.2	101.269992
1215	8	2	1	2	.035	324.66	2.59	404.6	3.65	44.5	53.93	68	175	136.8	201.1	7.7	67.1	101.299991
1216	8	2	2	1	.013	482.62	3.69	479.7	3.92	49.8	80.8	97	250	136.3	201.5	25	125	101.2
1217	8	2	2	1	.02	470.1	3.8	485.8	3.85	49.8	64.64	98.5	250	136.3	201.5	25	125	101.2
1218	8	2	2	1	.003	501.44	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1219	8	4	1	2	.035	283.28	2.03	300.1	2.26	45.4	63.43	84.7	194	136.9	201.4	25	125	101.2
1220	8	4	2	2	.047	194.28	1.51	270.6	1.8	41.3	61.81	83.2	186	136.9	201.4	2.3	125	101.2
1221	8	4	2	3	.036	411.15	3.58	437.9	3.44	49.8	73.53	77.5	188	136.7	201.2	9	167.8	101.2
1222	8	4	2	3	.033	387.34	3.39	413.3	3.53	49.3	78.78	77.2	187	136.7	201.2	8.1	201.3	101.2
1223	8	4	1	2	.014	295.83	2.36	369	2.07	48.3	74.94	81	197	136.8	201.4	25	125	101.259999
1224	8	4	1	2	.021	363.53	3.15	405.9	3.35	48.9	72.11	72	191	136.6	201.1	9.9	134.2	101.269992
1225	8	4	1	3	.019	270.77	2.63	362.8	3.12	48.3	72.72	69.7	176	136.8	201.2	5.4	201.3	101.259999
1226	8	4	2	3	.03	322.15	2.83	434.2	3.07	48.3	78.37	79.2	193	136.8	201.3	3.2	100.7	101.23
1227	8	4	2	2	.014	295.83	2.71	413.3	3.29	49.8	80.8	70.7	192	136.7	201.2	5	167.8	101.309985
1228	8	4	2	3	.02	382.32	3.35	436.6	3.8	49.8	80.8	77.2	171	137	201.4	1.8	125	101.24
1229	8	4	1	3	.031	452.53	3.61	471.1	3.6	48.9	70.7	85.2	194	136.9	201.4	25	125	101.2
1230	8	4	2	3	.024	455.04	3.92	482.2	3.71	49.8	77.36	86.2	192	136.9	201.4	25	125	101.2
1231	8	4	2	3	.05	308.38	2.4	300.1	2.92	45.7	62.82	72.5	168	136.9	201.2	10.4	125	101.209999
1232	8	4	1	3	.021	388.6	3.1	305	3.38	46	63.43	82.7	202	136.7	201.3	4.5	125	101.249999
1233	8	4	2	3	.037	423.7	3.46	464.9	3.61	49.8	80.8	84.5	196	136.8	201.4	25	125	101.22
1234	8	4	1	3	.04	428.72	3.55	429.3	3.26	46.8	80.8	88	223	136.5	201.3	2.3	125	101.249999
1236	8	4	3	3	.03	462.57	3.93	403.4	3.93	49.8	80.8	66.5	157	136.9	201.1	13.6	134.2	101.2
1237	8	4	2	3	.025	447.51	3.87	385	3.78	48.9	76.76	72.2	174	136.9	201.2	9	134.2	101.2
1238	8	4	2	3	.017	391.11	3.06	398.5	3.76	47.9	80.8	81.5	183	137	201.4	25	125	101.2
1242	8	4	2	1	.002	438.76	4	492	3.5	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1243	8	4	1	3	.023	338.47	2.74	337	3.35	43.9	68.68	81.3	179	137	201.4	1.8	125	101.2
1244	8	4	2	1	.018	438.76	3.56	444	3.78	46.2	72.11	81	169	137.1	201.4	2.3	125	101.2
1245	8	4	2	3	.045	416.17	3.48	428	3.6	44.9	59.79	77	173	136.9	201.3	7.7	67.1	101.2
1246	8	4	1	3	.023	387.34	3.5	380.1	3.36	44.8	63.22	77	171	137.1	201.4	1.8	125	101.2
1247	8	4	1	3	.019	396.13	3.32	396.1	3.74	46.2	80.8	75.5	176	136.9	201.3	7.7	125	101.2
1248	8	4	1	3	.024	308.38	2.63	430.5	2.96	31.5	58.17	74.2	181	136.8	201.2	8.6	125	101.24
1249	8	4	2	3	.023	267	2.22	404.6	2.91	35.2	56.56	78.5	192	136.7	201.2	7.7	134.2	101.2
1250	8	4	2	1	.023	245.7	2.35	337	3.39	47.9	66.25	89	213	136.7	201.5	25	125	101.2
1251	8	4	2	3	.024	198.05	2.08	289	2.92	46.3	69.49	85.2	190	136.9	201.4	25	125	101.2
1252	8	4	3	1	.04	334.7	2.7	391.1	2.76	45.9	56.96	84.2	195	136.9	201.4	25	125	101.2
1253	8	4	3	3	.025	455.04	3.83	333.3	3.58	45.7	65.25	83.2	192	136.9	201.4	25	125	101.2
1254	8	4	2	3	.022	472.58	3.86	386.2	3.67	46.8	74.13	83	179	137	201.4	25	125	101.2
1255	8	5	2	3	.042	406.17	3.24	432.9	3.07	45.2	70.09	90.5	221	136.6	201.4	25	125	101.2
1256	8	5	2	1	.031	465.08	3.71	457.6	3.84	48.3	77.77	91	231	136.5	201.4	25	125	101.23
1257	8	5	3	1	.005	476.34	3.8	492	3.8	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1258	8	5	3	3	.031	461.32	3.77	476	3.9	49.1	80.8	88.7	208	136.8	201.4	25	125	101.2
1259	8	5	2	3	.018	438.76	3.61	451.4	3.82	49.8	80.8	85.2	188	137	201.5	25	125	101.2
1260	8	5	1	2	.028	398.64	3.11	452.6	3.63	47.5	70.7	89.7	212	136.7	201.4	25	125	101.2
1261	8	5	1	1	.024	475.09	3.92	456.3	3.52	49.8	80.8	89.7	214	136.7	201.4	25	125	101.2
1262	8	5	1	1	.023	457.55	3.83	436.6	3.7	49.1	71.71	85.7	189	136.9	201.4	25	125	101.2
1263	8	5	1	3	.024	354.75	2.88	263.2	3.35	49	74.13	77.5	168	137.1	201.4	3.2	125	101.2
1264	8	5	1	1	.014	475.09	3.86	453.9	3.36	48.8	70.7	89	200	136.8	201.5	25	125	101.2
1265	8	5	1	3	.014	330.94	2.57	394.8	3.46	48.8	64.64	91.7	222	136.6	201.4	25	125	101.2
1266	8	5	2	1	.007	483.87	3.86	471.1	3.29	49.8	76.76	90.5	230	136.5	201.4	25	125	101.2
1267	8	5	2	3	.045	367.3	3.02	455.1	3.74	47.9	76.35	88.7	208	136.8	201.4	25	125	101.2
1268	8	5	2	1	.019	376.08	2.95	401	3.59	42.9	53.93	84.2	177	137.1	201.4	25	125	101.2
1269	8	5	1	2	.036	358.51	3.22	437.9	3.42	47.8	73.32	81	200	136.7	201.3	2.7	67.1	101.24
1270	8	5	1	3	.039	209.34	2	369	3.44	46.2	63.22	70.2	177	136.8	201.1	9.9	134.2	101.24
1271	8	5	1	2	.035	339.72	3.14	425.6	3.34	47	57.16	70.7	182	136.7	201.1	8.6	302	101.24
1272	8	5	1	1	.043	277.04	2.6	332.1	2.41	43.8	74.13	77.2	180	136.9	201.3	4.1	125	101.24
1273	8	5	1	2	.042	458.81	3.67	460	3.71	48.8	77.97	89.2	215	136.6	201.4	25	67.1	101.2
1274	8	5	1	2	.035	312.15	2.53	289	2.51	39.4	64.23	76.7	189	136.7	201.2	9	125	101.24
1275	8	5	2	2	.041	439.98	3.63	408.3	3.41	48.8	70.7	77.7	165	137.1	201.4	2.7	125	101.2
1276	8	5	2	2	.036	446.26	3.61	403.4	3.46	46	76.15	77.5	174	137	201.4	25	125	101.22
1277	8	5	1	2	.041	409.9	3.56	436.6	3.35	49.4	80.19	84.7	204	136.7	201.4	2.7	67.1	101.2
1278	8	5	1	2	.04	470.1	3.97	460	3.77	49.8	79.38	86	199	136.8	201.4	25	125	101.2
1279	8	5	2	1	.043	435	3.58	423.1	3.25	46.4	73.53	94.5	230	136.5	201.4	25	125	101.2
1280	8	5	1	2	.02	394.87	3.3	388.7	3.37	45.3	75.35	80.7	185	136.9	201.3	5.9	125	101.2
